TimeStamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,h_d,psi_dot_d,psi_dot_hat,tau_LW,tau_RW,theta_dot_LW,theta_dot_RW,theta_dot_hat,theta_eq,theta_hat,v_d,v_hat,
131797,-0.08291160,-1.17954493,7.69451475,-0.17353301,-0.47327971,0.13281924,0.07000000,0.15384614,0.16440858,-0.11279295,0.11279295,-1.86750233,1.20427716,-0.49227339,-0.01229746,-0.02538136,0.02075708,-0.15455997,
131809,0.10938267,-0.81468016,8.09829807,-0.20377649,-0.13180801,0.23793870,0.07000000,0.15384614,0.10147627,-0.05484306,0.05540248,-2.30383468,2.12930179,-0.14621249,-0.01229746,0.09617792,0.02075708,-0.18003246,
131821,0.79021752,-0.50888604,9.20229149,-0.08706594,-0.03255073,0.08632153,0.07000000,0.15384614,0.00435352,0.02595034,-0.03547335,-2.74016690,2.84488678,-0.03681935,-0.01229746,0.03846655,0.02075708,-0.21556884,
131833,2.00688267,-0.15134701,10.25779819,0.27625567,-0.42851397,0.00251908,0.07000000,0.15384614,0.09104792,-0.01389193,-0.01502895,-3.17649913,2.75762033,-0.41267908,-0.01229746,-0.19169289,0.04029310,-0.25750542,
131845,2.65114021,-0.64735383,11.24758148,0.09772581,-1.03098571,0.05421280,0.07000000,0.15384614,0.15217331,-0.11279295,0.11279295,-2.63544726,2.05948853,-1.00648916,-0.01229746,-0.34919798,0.04029310,-0.25558195,
131856,2.05203962,-1.05982101,12.18239689,-0.07187757,-1.29025376,0.24713163,0.07000000,0.15384614,0.21382149,-0.11279295,0.11279295,-2.04203534,1.30899692,-1.27891076,-0.01229746,-0.20431468,0.07936513,-0.22516061,
131869,1.92042899,-0.35635781,10.59008217,-0.20950542,-1.14170086,0.18291420,0.07000000,0.12271062,0.08845411,-0.11279295,0.11279295,-2.21656823,1.95476878,-1.14704645,-0.01229746,-0.06547990,0.12942612,-0.24632987,
131881,0.79458809,-0.08188217,9.36320400,0.12490498,-0.75333178,0.06327253,0.07000000,0.12271062,0.13641633,-0.11279295,0.11279295,-3.03687286,2.53072739,-0.76896882,-0.01229746,-0.21165517,0.12942612,-0.27071232,
131893,0.06831729,-0.31237146,8.34055614,0.24081616,-0.37921843,-0.00054524,0.07000000,0.11904761,0.21240589,-0.11279295,0.11279295,-3.80481768,2.96705961,-0.39485618,-0.01229746,-0.29459977,0.16849816,-0.28809279,
131905,0.48480609,-0.74327564,8.13008022,0.01538891,-0.08078045,0.08552215,0.07000000,0.11904761,0.19363296,-0.11279295,0.11279295,-4.20624352,3.45575190,-0.09349012,-0.01229746,-0.20718637,0.18559217,-0.29904962,
131916,1.06703889,-0.82530594,9.13087177,-0.15767847,0.10694239,0.15453593,0.07000000,0.11904761,0.07919548,-0.11279295,0.11279295,-4.52040291,4.29350996,0.09897085,-0.01229746,-0.07887019,0.18559217,-0.32825878,
131928,1.42780530,-0.52111930,10.64522457,-0.07920527,0.16369888,0.06993409,0.07000000,0.14285713,0.00136071,-0.09252648,0.07846315,-4.88692188,4.95673513,0.16127190,-0.01229746,-0.14122932,0.23565328,-0.36273688,
131941,2.13573551,-0.20875199,11.39848042,0.12250682,0.07163610,-0.03851614,0.07000000,0.14468864,0.01383028,-0.11279295,0.10627817,-5.58505344,5.51524067,0.07544891,-0.01229746,-0.28816670,0.25885224,-0.41714144,
131953,1.92389143,-0.57819211,11.96996403,0.13622963,0.02806948,-0.03065550,0.07000000,0.14468864,0.12691684,-0.11279295,0.11279295,-6.17846537,5.65486670,0.03006902,-0.01229746,-0.30469289,0.25885224,-0.44854534,
131964,1.81855035,-0.41522455,11.07104492,0.10292183,0.12173104,0.07433072,0.07000000,0.14468864,0.17693068,-0.11279295,0.11279295,-6.57989120,5.93411922,0.11812124,-0.01229746,-0.32018316,0.30280828,-0.46777877,
131977,1.25624621,-0.40258867,9.76812363,-0.07214402,0.33756566,0.05714389,0.07000000,0.17399266,0.04975922,-0.11279295,0.11279295,-6.85914373,6.66715765,0.32884300,-0.01229746,-0.20305924,0.32722831,-0.49028727,
131989,0.79465967,-0.33157462,8.68462467,0.05589119,0.61921650,0.03822505,0.07000000,0.17399266,0.03524345,-0.11279295,0.11279295,-7.41764927,7.33038282,0.60785645,-0.01229746,-0.20947130,0.32722831,-0.51557231,
132000,0.43886745,-0.21801463,8.69675350,0.11864312,0.93484128,-0.01333544,0.07000000,0.29670328,0.07470216,-0.11279295,0.11279295,-7.99360800,7.69690180,0.92200756,-0.01229746,-0.20308171,0.35286939,-0.52755177,
132013,0.72797328,-0.30559102,9.26149082,0.08693408,1.11776781,0.03063088,0.07000000,0.40842488,0.12219924,-0.11279295,0.10168561,-8.49975300,8.02851486,1.11012459,-0.01229746,-0.21382204,0.37484741,-0.54513115,
132025,1.23140585,-0.58708942,10.36462307,-0.03697096,1.22408628,0.08205813,0.07000000,0.40842488,0.03890346,-0.11279295,0.10226592,-8.98844528,8.90117931,1.21954811,-0.01229746,-0.18409723,0.37484741,-0.58864462,
132037,1.56988811,-0.37295431,11.24673462,0.09612703,1.18438351,0.10457421,0.07000000,0.44871792,0.08185404,-0.11279295,0.07159284,-9.45968437,9.25024509,1.18552172,-0.01229746,-0.24706334,0.37484741,-0.62249494,
132049,1.88431215,0.02804199,11.13213825,0.11198156,1.15467286,0.07819442,0.07000000,0.48351645,0.15305677,-0.11279295,0.11214476,-10.05309677,9.51204395,1.15569448,-0.01229746,-0.30916327,0.37728941,-0.65735090,
132061,0.71327436,-0.28160524,10.87640285,0.26173347,1.28537261,0.14640883,0.07000000,0.48351645,0.17576081,-0.11279295,0.11279295,-10.62905502,10.15781593,1.28003931,-0.01229746,-0.35191414,0.37728941,-0.69442314,
132072,0.53964168,0.12231981,9.33192635,0.07374419,1.52812004,0.18491265,0.07000000,0.48351645,0.28323230,-0.11279295,0.11279295,-11.27482700,10.26253605,1.51841760,-0.01229746,-0.22844695,0.39560437,-0.70487022,
132085,-0.01322567,-0.56028372,8.80747318,0.08600146,1.91235900,0.26178709,0.07000000,0.48351645,0.20691159,-0.11279295,0.11105770,-11.55408001,10.97812080,1.89678979,-0.01229746,-0.19031712,0.39682543,-0.71394801,
132097,0.06060222,-0.68598396,8.48582458,0.04283454,2.18175244,0.23514083,0.07000000,0.48351645,0.23531403,-0.11279295,0.06054572,-12.25221157,11.50171947,2.17087054,-0.01229746,-0.13002348,0.39682543,-0.73959655,
132109,0.75726026,-0.83895582,8.86643982,0.11078247,2.39145851,0.24140270,0.07000000,0.48351645,0.20840544,-0.06368535,0.01623666,-12.51401043,11.90314579,2.38277316,-0.01229746,-0.18992472,0.39682543,-0.74872947,
132121,0.71189398,-0.76973259,9.36235142,0.14235827,2.37733626,0.36757270,0.07000000,0.45787543,0.36616606,-0.08458182,0.03656413,-13.33431530,12.18239784,2.37774897,-0.01229746,-0.21865948,0.39804637,-0.79097724,
132133,0.66132855,-0.80951411,10.43138885,0.06148691,2.27941108,0.48641497,0.07000000,0.45787543,0.39651370,-0.08982543,0.07191665,-13.17723560,12.00786495,2.28247595,-0.01229746,-0.14776087,0.39804637,-0.78564477,
132144,0.08908599,-0.72207117,10.89473534,-0.08147022,2.25876021,0.52411944,0.07000000,0.41941389,0.44845200,-0.04942056,0.04551455,-13.56120872,12.18239784,2.25896597,-0.01229746,0.04191003,0.39804637,-0.80869091,
132157,0.64073396,-0.33772963,10.09265995,0.03723882,2.31098676,0.53104740,0.07000000,0.39743587,0.47003311,0.05714051,-0.04457342,-13.80555439,12.35693073,2.30870938,-0.01229746,-0.03023439,0.41758239,-0.82085276,
132169,-0.82011157,-0.12992565,9.27927208,0.05882228,2.31898093,0.48361710,0.07000000,0.39743587,0.48695087,0.02117791,-0.00522859,-14.29424667,12.72345066,2.31886554,-0.01229746,-0.02550686,0.41758239,-0.85265082,
132180,-0.99636024,-0.22758056,8.15890884,0.05669059,1.97018123,0.53264624,0.07000000,0.39560437,0.55088270,0.01948011,0.00004043,-13.35176849,11.55408001,1.98420894,-0.01229746,-0.01892774,0.45421243,-0.79775417,
132193,-1.01759732,-0.74639332,8.53390980,0.02604739,1.90316594,0.55476260,0.07000000,0.37179485,0.56917381,0.01031322,0.02561340,-12.74090385,10.89085484,1.90625572,-0.01229746,0.00424790,0.50915754,-0.75514841,
132204,-0.26707354,-0.33718777,9.37242889,-0.14049162,1.81310165,0.52065539,0.07000000,0.37179485,0.51438075,0.02418536,0.01549372,-12.04277229,10.40216255,1.81646848,-0.01229746,0.14797516,0.50915754,-0.71676451,
132216,-0.08412436,-0.06477759,10.35377026,-0.01498783,1.67827153,0.54037362,0.07000000,0.25641024,0.46825218,0.10416920,-0.05119528,-11.90314579,10.47197533,1.68360734,-0.01229746,0.07241434,0.54578757,-0.72418648,
132229,0.14882974,0.28710774,10.28133965,-0.09013025,1.43952119,0.42219749,0.07000000,0.22161171,0.31910214,0.05044612,-0.00088930,-11.50171947,10.61160183,1.44914889,-0.01229746,0.11682115,0.56166053,-0.73207808,
132241,-0.40585652,-0.21315162,10.58482361,-0.02005062,1.03010166,0.34772125,0.07000000,0.22161171,0.37021306,0.04503756,-0.02430864,-10.68141460,9.45968437,1.04610419,-0.01229746,0.07821050,0.56166053,-0.68769169,
132252,-0.03357060,-0.31619799,10.05902767,0.04736441,0.81000364,0.31974265,0.07000000,0.21978021,0.37749413,0.00389704,0.02583311,-10.07054996,8.77900600,0.81899977,-0.01229746,-0.02684283,0.59829056,-0.65578425,
132265,-0.10743432,-1.11184978,10.22856617,-0.12983318,0.78908640,0.28616840,0.07000000,0.19047618,0.34683138,-0.06402228,0.09914206,-9.45968437,8.27286053,0.78958070,-0.01229746,0.09017956,0.61782658,-0.61548561,
132277,-0.34715131,-0.93869746,9.92075348,-0.05295873,0.75711089,0.34492341,0.07000000,0.19047618,0.42660925,0.00002003,0.03059757,-9.26769829,7.80162191,0.75800180,-0.01229746,0.07694095,0.61782658,-0.59260362,
132288,-0.83477610,-0.55077475,9.21934223,0.00073346,1.08059621,0.26192030,0.07000000,0.12454212,0.21918604,0.00491005,0.05370638,-9.42477798,8.77900600,1.06791270,-0.01229746,0.05708177,0.63858366,-0.61217952,
132301,-1.51931739,-0.65071607,9.28155327,-0.07747328,1.28257489,0.16266304,0.07000000,0.02564102,0.20115548,-0.00266296,0.04052219,-9.61676407,8.93608570,1.27401638,-0.01229746,0.16050678,0.67765570,-0.60978895,
132313,-1.81593919,-0.65726525,8.99900150,0.11797696,1.31641555,0.08099228,0.07000000,0.02564102,0.14792407,0.06626587,-0.03023502,-9.47713757,8.88372612,1.31480992,-0.01229746,0.10224240,0.67765570,-0.59936541,
132325,-1.64644802,-0.50867862,8.68147278,0.15235062,1.35625184,-0.01386836,0.07000000,0.02197802,0.03411192,0.02967552,-0.00390902,-9.25024509,9.05825901,1.35482717,-0.01229746,0.05636879,0.70940173,-0.59431791,
132337,-1.55084515,-0.83152503,9.46170521,0.09386210,1.23834205,-0.00041201,0.07000000,0.02197802,0.06121545,-0.00596465,0.00918043,-8.84881973,8.56956673,1.24277949,-0.01229746,0.08986442,0.73260069,-0.56896037,
132349,-1.53853583,-0.69139415,10.44892406,0.10132305,1.08339417,0.02929856,0.07000000,0.02197802,0.08695453,0.01060551,-0.00190829,-8.30776691,7.94124794,1.08922493,-0.01229746,0.09190624,0.73260069,-0.53611207,
132360,-1.06426442,-0.49931920,10.69992352,-0.01045795,1.04369116,0.02210407,0.07000000,0.01831502,-0.01578614,0.00637319,0.00776902,-8.09832764,8.20304775,1.04527044,-0.01229746,0.10779525,0.74969471,-0.54142863,
132373,-1.45255077,-0.66769332,10.80082893,0.02884526,1.01504648,0.02170438,0.07000000,0.01648352,0.02436618,-0.00002204,-0.00532679,-8.18559456,8.09832764,1.01599097,-0.01229746,0.13058841,0.77167273,-0.54299784,
132385,-1.65539944,-0.09265505,9.70463371,0.06175337,1.04968655,-0.03332013,0.07000000,0.01648352,0.01969742,0.01446414,-0.01182340,-8.18559456,8.04596806,1.04830623,-0.01229746,0.15178336,0.77167273,-0.53854340,
132396,-1.81118834,0.13227294,8.66901016,0.19938125,1.08272803,0.01464312,0.07000000,-0.00549459,0.05269428,0.03037342,-0.02405165,-7.97615480,7.69690180,1.08142638,-0.01229746,0.14308769,0.77167273,-0.51475364,
132409,-2.12951827,0.05467288,8.33380890,0.10025720,1.22315383,0.04408723,0.07000000,-0.00549459,0.09955813,0.03318522,-0.02046528,-7.71435547,7.29547644,1.21757722,-0.01229746,0.17861496,0.77167273,-0.47911879,
132421,-2.28733683,-0.14909418,8.62847900,-0.05309196,1.18558252,0.12389274,0.07000000,-0.00549459,0.11926453,0.06956375,-0.04699789,-7.15584993,6.78933096,1.18681562,-0.01229746,0.27807492,0.77167273,-0.44089842,
132432,-1.99960029,0.07642379,9.37179852,-0.13769378,1.11443698,0.20249917,0.07000000,-0.00366300,0.10696045,0.11279295,-0.10266314,-6.64970446,6.47517157,1.11721516,-0.01229746,0.35425663,0.75457871,-0.41493535,
132445,-1.73777950,0.38304895,10.08376217,-0.22535999,0.79668051,0.20476410,0.07000000,-0.00366300,0.09271234,0.11279295,-0.11279295,-5.96902609,5.93411922,0.80916107,-0.01229746,0.39424574,0.73870575,-0.39185667,
132457,-1.68936813,0.29542139,10.72638988,-0.12117313,0.44721496,0.20423119,0.07000000,-0.00366300,0.15467623,0.11279295,-0.11279295,-5.14872122,4.76474905,0.46110576,-0.01229746,0.32470241,0.73870575,-0.34259379,
132468,-1.51459289,0.07667460,10.99190998,0.01845321,0.04898678,0.15027255,0.07000000,-0.00366300,0.23022027,0.11279295,-0.09470211,-4.24114990,3.36848545,0.06486773,-0.01229746,0.21786985,0.69963372,-0.28501803,
132481,-1.74840641,-0.39796525,10.98067951,0.04483301,-0.29448339,0.12375952,0.07000000,-0.00183159,0.30024874,0.05956219,-0.01362665,-3.33357882,2.12930179,-0.28070354,-0.01229746,0.13663633,0.67032969,-0.22956356,
132493,-1.64499640,-1.22845304,10.73035812,-0.09905674,-0.53350019,0.15466917,0.07000000,-0.00183159,0.35545149,0.00480467,0.05313550,-2.23402143,0.87266463,-0.52418053,-0.01229746,0.19413009,0.67032969,-0.15836632,
132505,-1.62823606,-1.11324179,10.57632065,-0.15807821,-0.59625208,0.21075952,0.07000000,-0.00183159,0.30078369,0.03598593,0.03304649,-1.76278257,0.73303831,-0.59363544,-0.01229746,0.27785200,0.64590967,-0.14034516,
132517,-1.59295070,-0.62249976,9.60133457,-0.19858049,-0.38894430,0.08498922,0.07000000,-0.00183159,0.08445990,0.07451000,-0.01515463,-1.72787595,1.55334306,-0.39701706,-0.01229746,0.39314479,0.64590967,-0.15525618,
132529,-2.11007190,-0.09158942,8.85918140,0.06988048,-0.24998415,-0.08301538,0.07000000,-0.00183159,-0.04512504,0.11279295,-0.10940128,-1.78023589,1.85004902,-0.25580204,-0.01229746,0.33053041,0.64590967,-0.15779498,
132540,-2.19082689,0.06598295,8.22198486,0.21203822,-0.35590297,-0.17987449,0.07000000,-0.00183159,-0.04670510,0.09051323,-0.09686379,-1.32645023,1.20427716,-0.35220227,-0.01229746,0.33373511,0.64224660,-0.12327743,
132553,-2.16997027,-0.58931553,9.38705063,0.14289120,-0.59398717,-0.12884693,0.07000000,-0.00183159,-0.00902726,0.09329412,-0.09995618,-0.22689280,0.03490658,-0.58487219,-0.01229746,0.32030925,0.60317457,-0.05458356,
132564,-1.64862883,-0.37319428,10.49796009,-0.04722978,-0.72735167,-0.06529563,0.07000000,-0.00183159,-0.03639149,0.08149483,-0.08134733,0.54105204,-0.41887903,-0.72182333,-0.01229746,0.26111698,0.60317457,-0.01844944,
132576,-1.55414689,-0.21086751,11.39582634,-0.19698171,-0.87590444,-0.06636147,0.07000000,0.00366300,-0.14317884,0.04292882,-0.05000779,0.94247782,-0.27925268,-0.86950976,-0.01229746,0.20937887,0.57753360,-0.01970341,
132589,-1.73184800,0.42406452,11.37666512,0.07254510,-0.92919695,-0.10193422,0.07000000,0.00366300,-0.15474068,-0.00070560,-0.02787580,0.92502451,-0.38397244,-0.92650795,-0.01229746,0.19599666,0.52869356,-0.02072529,
132601,-1.99268579,0.48759323,10.13379669,0.19684985,-0.75999331,-0.20718689,0.07000000,0.00366300,-0.11674871,-0.01295855,-0.01813867,0.52359879,-0.31415927,-0.76644570,-0.01229746,0.25820848,0.52869356,-0.02648032,
132613,-2.22270370,0.27268994,8.55038548,0.26533070,-0.44476819,-0.13937218,0.07000000,0.00366300,-0.00948692,0.03864911,-0.06125329,0.05235988,-0.29670596,-0.45765859,-0.01229746,0.33771285,0.48962152,-0.02157461,
132625,-2.32090998,-0.25121826,7.29153204,0.05335981,-0.10289683,-0.03465243,0.07000000,-0.00183159,0.02289143,0.11279295,-0.11279295,-0.01745329,-0.15707964,-0.11721894,-0.01229746,0.35565847,0.43833947,-0.00361709,
132637,-2.24619293,-0.59622830,7.17281055,-0.11158048,0.03886122,0.10484067,0.07000000,-0.00183159,0.03091415,0.11279295,-0.11279295,0.31415927,-0.26179940,0.03247771,-0.01229746,0.38206434,0.43833947,0.02440668,
132649,-2.09141254,-0.77852058,8.56245995,-0.43000311,-0.14246652,0.17398769,0.07000000,-0.00183159,0.02315827,0.11279295,-0.11279295,1.27409041,-0.87266463,-0.13582945,-0.01229746,0.43562263,0.43467641,0.07141364,
132661,-1.52356362,-0.30610326,10.46729946,-0.23135538,-0.43757373,0.20103365,0.07000000,-0.00183159,0.01660144,0.11279295,-0.11279295,1.95476878,-1.62315619,-0.42577505,-0.01229746,0.32932240,0.43345547,0.10385951,
132673,-1.08145809,0.06924342,12.04320431,-0.01831861,-0.79236853,0.03262934,0.07000000,-0.00183159,-0.02763617,0.11279295,-0.11279295,2.21656823,-2.04203534,-0.77755618,-0.01229746,0.22505383,0.43345547,0.10301289,
132685,-0.96010745,-0.20974298,12.37664986,0.16647314,-1.12984335,-0.06835994,0.07000000,-0.02014661,0.05326410,0.04879558,-0.04958361,2.26892805,-2.65290046,-1.11541200,-0.01229746,0.12882408,0.43345547,0.10253084,
132697,-1.57636380,-0.74857390,11.97600079,0.07694174,-1.32222927,-0.02799087,0.07000000,-0.00183159,0.13566083,-0.01991410,0.02941408,2.63544726,-3.28121901,-1.31372046,-0.01229746,0.08262120,0.43223441,0.12529929,
132709,-1.91844809,-0.94462538,10.22334480,-0.03457281,-1.16328430,0.01757421,0.07000000,-0.00183159,0.09029364,-0.04794065,0.07249051,2.84488678,-3.21140575,-1.16932428,-0.01229746,0.13086803,0.43223441,0.14162387,
132721,-2.36769152,-0.66221970,8.30811882,-0.08773208,-0.45675901,-0.04224662,0.07000000,-0.00183159,-0.01723897,-0.01308335,0.02978411,2.33874130,-2.28638124,-0.48536533,-0.01229746,0.24464035,0.41514039,0.13923189,
132733,-2.71850514,-0.41887599,6.64395809,-0.00699395,0.24670196,-0.15975657,0.07000000,-0.00183159,-0.14489374,0.08308522,-0.08447592,1.72787595,-1.25663710,0.21750206,-0.01229746,0.34832224,0.41269839,0.13029657,
132745,-2.76516509,-0.11032140,5.90306473,0.13569671,0.70861471,-0.25501689,0.07000000,-0.00183159,-0.21354449,0.11279295,-0.11279295,1.09955740,-0.50614548,0.68951821,-0.01229746,0.43178451,0.41269839,0.11373934,
132756,-2.20718598,-0.60749674,7.10163689,0.18272734,0.61735129,-0.22210881,0.07000000,-0.00183159,-0.19298598,0.11279295,-0.11279295,1.41371667,-0.92502451,0.62047780,-0.01229746,0.44697368,0.41269839,0.13638072,
132769,-1.56075227,-0.63262457,9.98642349,0.03697237,0.33383515,-0.10992809,0.07000000,-0.00183159,-0.11860035,0.11279295,-0.11279295,2.18166161,-1.79768908,0.34497878,-0.01229746,0.31285471,0.41514039,0.17788076,
132781,-0.96474868,-0.70664388,12.48330116,-0.20364328,-0.09756758,-0.06716086,0.07000000,-0.00183159,-0.19941974,0.11279295,-0.11279295,2.94960642,-2.00712872,-0.08015758,-0.01229746,0.14176035,0.41514039,0.18274872,
132792,-0.57863486,-0.13544583,13.68145657,-0.08626653,-0.59665179,-0.05157280,0.07000000,-0.00183159,-0.21011792,0.03831289,-0.07533895,3.26376581,-2.37364769,-0.57599711,-0.01229746,0.05212720,0.41514039,0.17090826,
132805,-1.00071549,0.22108775,13.13467693,0.19072121,-0.88642973,-0.20945182,0.07000000,-0.00183159,-0.17015481,-0.04507137,0.00388279,3.31612563,-2.82743335,-0.87372774,-0.01229746,0.16057004,0.41514039,0.16749145,
132817,-1.40499842,-0.01407736,10.95907307,0.37857729,-0.74360591,-0.20478873,0.07000000,-0.00183159,-0.03129955,-0.00035267,-0.03238516,3.00196624,-3.21140575,-0.74857330,-0.01229746,0.29915532,0.41514039,0.17968036,
132828,-2.37754059,-0.09669270,8.43529034,0.22429550,-0.15525672,-0.16521905,0.07000000,-0.00183159,0.02435958,0.09706457,-0.10100526,2.28638124,-2.70526028,-0.17883909,-0.01229746,0.32107946,0.43467641,0.17656298,
132841,-2.46373463,-0.58120114,6.18951607,0.13436440,0.11427009,0.04475339,0.07000000,-0.00183159,0.07408939,0.11279295,-0.11279295,2.33874130,-2.70526028,0.10242236,-0.01229746,0.34181765,0.49084246,0.19997247,
132853,-2.07444048,-1.10032392,5.57398844,-0.32541662,0.15783671,0.14054665,0.07000000,-0.00183159,0.07805121,0.11279295,-0.11279295,3.26376581,-3.24631238,0.15529585,-0.01229746,0.47141987,0.49084246,0.25983143,
132864,-1.47580731,-0.55955851,7.26497507,-0.45758200,0.06763916,0.22674727,0.07000000,-0.00183159,0.03891857,0.11279295,-0.11279295,4.36332321,-3.89208412,0.07077531,-0.01229746,0.49596673,0.51526248,0.31988752,
132877,-0.83604193,0.46300840,10.42844391,-0.29157591,-0.28942057,0.17705202,0.07000000,-0.00183159,-0.01698705,0.11279295,-0.11279295,5.00909472,-4.46804285,-0.27523762,-0.01229746,0.32038552,0.51648355,0.34009850,
132889,-0.39616066,0.72901440,12.98128796,0.15075184,-0.78597337,-0.01733238,0.07000000,-0.00183159,-0.03232962,0.11279295,-0.11279295,5.16617441,-5.13126802,-0.76542580,-0.01229746,0.14985386,0.51648355,0.33402094,
132900,0.05223433,0.23639812,13.63500309,0.26533070,-1.27706397,-0.13537525,0.07000000,-0.00183159,0.04710283,0.01872827,-0.02459197,5.18362808,-5.61996031,-1.25600886,-0.01229746,0.00885233,0.53235650,0.31592360,
132913,-0.77689070,-0.52509075,13.16685581,-0.01112412,-1.48077440,-0.04158046,0.07000000,-0.00183159,0.07717649,-0.08752176,0.09427068,5.65486670,-6.03883934,-1.47117162,-0.01229746,-0.01105715,0.56043959,0.33340642,
132925,-1.44103050,-0.65871501,10.84259510,-0.19751461,-1.15502393,0.05474573,0.07000000,-0.00183159,0.01001477,-0.10760090,0.11279295,5.55014706,-5.53269386,-1.16730881,-0.01229746,0.12614976,0.56043959,0.33329806,
132937,-2.27355123,-0.38600209,7.93456316,-0.11690973,-0.20721690,-0.04784233,0.07000000,-0.00183159,-0.10852332,-0.02233410,0.02345531,4.59021616,-4.13643026,-0.24555427,-0.01229746,0.22946319,0.59706962,0.31378642,
132949,-2.56500101,-0.09157897,5.61689091,0.24841034,0.58311081,-0.07502151,0.07000000,-0.00183159,-0.21214221,0.07724635,-0.09609968,3.29867220,-2.54818082,0.55048811,-0.01229746,0.38730514,0.62637365,0.26475614,
132961,-2.73219490,-0.41361481,5.11886787,0.08067221,1.11390412,-0.13071215,0.07000000,-0.00183159,-0.23742312,0.11279295,-0.11279295,2.79252672,-1.91986215,1.09217083,-0.01229746,0.44267303,0.62637365,0.26277709,
132973,-1.72833955,-0.91420883,6.21404743,-0.09785767,1.03796232,0.01677483,0.07000000,-0.00183159,-0.01439862,0.11279295,-0.11279295,3.22885919,-3.07177949,1.04066288,-0.01229746,0.33439872,0.64102566,0.31932241,
132985,-1.26407564,-1.25827706,9.43818378,-0.20764022,0.77842784,0.08738738,0.07000000,-0.00183159,-0.09915607,0.11279295,-0.11279295,4.13643026,-3.45575190,0.78868079,-0.01229746,0.29527697,0.65934062,0.34934750,
132997,-0.29129976,-0.34702983,12.26336098,-0.11944111,0.28467286,0.01117911,0.07000000,-0.00183159,-0.11849155,0.11279295,-0.11279295,4.66002893,-4.04916382,0.30431521,-0.01229746,0.13595630,0.65934062,0.35501462,
133008,0.01321632,-0.04671743,14.20239449,0.10931693,-0.23812655,-0.10952840,0.07000000,-0.00183159,-0.13400725,0.06018798,-0.08099285,4.81710863,-4.38077641,-0.21669942,-0.01229746,0.09490516,0.65934062,0.33394778,
133021,-0.45950252,-0.19146207,13.80630589,0.23668599,-0.64674675,-0.19079944,0.07000000,-0.00183159,-0.04440117,0.00039957,-0.02578881,4.83456182,-4.90437508,-0.62942439,-0.01229746,0.12711039,0.66300368,0.32309991,
133032,-0.78047389,-0.57245135,11.51798153,0.17886364,-0.65474063,-0.13977188,0.07000000,-0.00183159,0.00152699,-0.00040744,-0.00808169,4.85201550,-5.06145477,-0.65353715,-0.01229746,0.07944688,0.66300368,0.32790026,
133044,-1.80946600,-0.76496458,8.80745983,0.02817909,-0.17457525,-0.04651001,0.07000000,-0.00183159,0.04254842,-0.02515844,0.02491514,4.66002893,-4.90437508,-0.19388849,-0.01229746,0.13425070,0.68009770,0.34961101,
133057,-2.62563658,-0.64624166,6.77632761,-0.05429105,0.36954117,-0.00320986,0.07000000,-0.00183159,-0.00507698,0.04051316,-0.03119464,4.69493580,-4.66002893,0.34683612,-0.01229746,0.28114271,0.68009770,0.38283095,
133069,-2.69369245,-0.03925712,5.58229399,-0.05588982,0.92991179,-0.04930787,0.07000000,-0.00183159,-0.07135041,0.11279295,-0.11279295,4.31096315,-4.01425743,0.90713871,-0.01229746,0.39394319,0.68009770,0.38632077,
133080,-2.29611540,-0.00812921,6.10054731,0.05669059,1.06194389,-0.04637678,0.07000000,-0.00183159,-0.09778298,0.11279295,-0.11279295,4.29350996,-3.94444418,1.05644548,-0.01229746,0.40479973,0.68009770,0.39437076,
133093,-1.77715373,-0.09741825,9.08015442,-0.00499548,0.84011400,-0.01067081,0.07000000,-0.00183159,-0.06752120,0.11279295,-0.11279295,4.95673513,-4.66002893,0.84861392,-0.01229746,0.32741046,0.68009770,0.43104544,
133105,-1.06548369,-0.02070483,12.14568901,-0.06015322,0.40085050,0.04648539,0.07000000,-0.00183159,-0.08887912,0.11279295,-0.11279295,5.74213314,-5.25344086,0.41811383,-0.01229746,0.21828464,0.68009770,0.45078632,
133116,-0.41581979,0.16300207,13.83169365,-0.08706594,-0.09157217,-0.00747326,0.07000000,-0.00183159,-0.15817565,0.11279295,-0.11279295,6.07374573,-5.34070730,-0.07148862,-0.01229746,0.12981239,0.66544569,0.42946750,
133129,-0.49827084,0.28523538,13.74316120,0.13303208,-0.51551396,-0.06649471,0.07000000,-0.00183159,-0.10835488,0.03609619,-0.06526472,6.07374573,-5.70722675,-0.49770096,-0.01229746,0.14321031,0.66300368,0.41094717,
133141,-0.91475892,0.07704240,11.79279709,0.12450529,-0.64181721,-0.11499088,0.07000000,-0.00183159,-0.08102972,0.01941773,-0.03965988,6.38790512,-6.19591904,-0.63602352,-0.01229746,0.14086640,0.66300368,0.43096650,
133152,-1.79442799,-0.43789405,9.31303596,0.17952979,-0.38414800,-0.06356362,0.07000000,-0.00183159,-0.01955117,0.01406416,-0.02927525,6.44026470,-6.47517157,-0.39438808,-0.01229746,0.20598629,0.66178262,0.46200514,
133165,-2.29492545,-0.81072325,7.22615576,-0.07907206,0.05831297,-0.05303835,0.07000000,-0.00183159,0.00914994,0.07437934,-0.07635912,6.45771837,-6.52753162,0.03995383,-0.01229746,0.29662925,0.66300368,0.49776179,
